flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,video_id,text_length,word_count
-313.91,148.96,45.5,153.08,1.716,0.149,0.468,0.1557,59.0,38.0,0.102,0.034,0.356,0.068,0.068,0.0,0.0,0.034,0.339,0.0,0.0,0.789,0.508,False,-0.085,0.234,5.0,384.0,0.0,32.0,0.952,4.3,0.06,C5SHt_nZ4aQ,2364.0,375.0
-27.99,39.27,27.37,41.44,1.708,0.202,0.82,0.163,15.0,15.0,0.067,0.067,0.067,0.2,0.333,0.0,0.0,0.133,0.133,0.0,0.0,1.0,1.0,True,-0.167,0.667,3.0,93.0,0.0,10.0,0.75,3.76,0.097,IqRI-xmfaEI,570.0,91.0
-293.71,142.17,48.11,147.93,1.669,0.175,0.511,0.211,77.0,56.0,0.143,0.0,0.286,0.013,0.026,0.039,0.039,0.143,0.247,0.065,0.0,0.714,0.519,False,-0.175,0.261,0.0,373.0,0.0,23.0,0.938,7.66,0.094,Ug2W_p6Uhwg,2220.0,362.0
-491.56,223.67,45.11,231.27,1.405,0.095,0.415,0.1103,64.0,59.0,0.109,0.047,0.141,0.156,0.062,0.062,0.016,0.109,0.281,0.0,0.016,0.966,0.891,False,-0.153,0.161,0.154,46.0,44.68,8.46,0.14,3.2,0.154,KOcQZO-f4GU,3037.0,577.0
-11442.35,4429.39,219.01,4545.08,1.5,0.126,0.158,0.0051,58.0,48.0,0.069,0.086,0.052,0.224,0.069,0.0,0.034,0.017,0.448,0.0,0.0,0.917,0.759,False,-0.207,0.02,0.788,70.89,77.05,9.13,0.011,4.89,0.111,WaFM1F9epmA,62879.0,11447.0
-5.78,32.7,22.08,35.33,1.613,0.147,0.76,0.0933,7.0,5.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.143,0.571,0.0,0.0,0.6,0.429,True,-0.571,0.857,0.0,37.5,51.62,8.0,0.45,3.03,0.133,WGgBMkqgT3U,443.0,75.0
-14399.15,5566.47,222.23,5711.17,1.453,0.103,0.148,0.0059,85.0,66.0,0.153,0.012,0.047,0.306,0.059,0.012,0.059,0.094,0.259,0.0,0.0,0.833,0.647,False,-0.271,0.021,0.397,51.81,59.09,7.67,0.006,3.94,0.125,inKXLBMQlHE,78231.0,14363.0
-11107.45,4302.19,188.51,4414.42,1.429,0.095,0.144,0.0071,79.0,66.0,0.089,0.013,0.076,0.278,0.038,0.013,0.051,0.177,0.266,0.0,0.0,0.894,0.747,False,-0.234,0.02,0.388,51.3,56.46,7.91,0.009,4.0,0.141,BUERgWp34o4,59979.0,11090.0
-9404.6,3648.06,174.61,3743.73,1.42,0.096,0.142,0.0039,37.0,33.0,0.108,0.027,0.135,0.027,0.054,0.0,0.162,0.054,0.432,0.0,0.0,0.909,0.811,False,-0.386,0.035,0.258,37.16,34.1,7.23,0.008,3.49,0.144,qEffgHlRR7M,50199.0,9411.0
-693.78,297.84,61.95,307.48,1.575,0.14,0.37,0.1099,84.0,65.0,0.19,0.071,0.179,0.048,0.012,0.0,0.06,0.119,0.238,0.036,0.048,0.846,0.655,False,-0.179,0.169,0.6,155.0,210.11,12.0,0.311,4.68,0.117,cXU93UolNpc,4446.0,760.0
-658.59,285.48,60.83,294.53,1.519,0.14,0.342,0.0546,40.0,27.0,0.15,0.025,0.05,0.025,0.075,0.0,0.125,0.05,0.475,0.025,0.0,0.741,0.5,False,-0.236,0.179,0.8,149.4,191.24,12.2,0.215,6.85,0.107,SbU7imzshS0,4057.0,732.0
-249.99,124.64,46.26,129.95,1.705,0.185,0.536,0.1166,38.0,30.0,0.0,0.053,0.316,0.158,0.0,0.0,0.0,0.237,0.237,0.0,0.0,0.867,0.684,False,-0.175,0.254,3.0,333.0,0.0,15.0,0.944,5.0,0.072,vX7b2dwkrwc,1942.0,322.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,CRa4fj0BEPY,63.0,10.0
-2597.04,1033.08,92.55,1061.97,1.385,0.093,0.259,0.0265,71.0,69.0,0.127,0.042,0.085,0.169,0.014,0.0,0.099,0.211,0.211,0.042,0.0,0.971,0.944,False,-0.251,0.059,0.491,51.77,78.04,7.74,0.032,4.15,0.176,S8EUEQSxB7o,14110.0,2666.0
-102.64,71.8,29.31,74.8,1.522,0.118,0.539,0.2473,46.0,44.0,0.065,0.0,0.13,0.261,0.0,0.022,0.174,0.087,0.217,0.043,0.0,0.955,0.913,True,-0.267,0.52,0.5,93.5,10.61,9.0,0.429,4.68,0.086,W09QflAfup0,1036.0,183.0
60.03,9.59,26.17,11.57,1.508,0.114,0.211,0.0005,2.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.296,19.18,10.21,6.39,0.008,3.12,0.129,QNOM2D-8HTQ,24613.0,4301.0
-199.23,106.14,41.87,110.6,1.656,0.176,0.546,0.1145,30.0,27.0,0.067,0.0,0.233,0.2,0.0,0.0,0.1,0.033,0.333,0.033,0.0,0.926,0.833,False,-0.303,0.447,0.667,89.33,20.53,13.0,0.406,3.6,0.134,deq9hflAr1g,1550.0,262.0
-22.63,43.25,21.19,45.42,1.417,0.093,0.713,0.2909,32.0,27.0,0.188,0.094,0.062,0.125,0.0,0.031,0.0,0.031,0.469,0.0,0.0,0.889,0.75,True,0.0,0.5,0.0,112.0,0.0,11.0,0.857,3.51,0.161,ZHX-j2ldBak,580.0,110.0
-313.36,154.1,36.93,159.57,1.458,0.09,0.43,0.1316,52.0,44.0,0.058,0.038,0.154,0.154,0.0,0.0,0.058,0.0,0.538,0.0,0.0,0.886,0.75,False,-0.254,0.263,0.4,81.6,46.84,11.8,0.4,4.15,0.132,WbhnC0Yz8Sw,2132.0,393.0
51.05,12.36,17.69,14.24,1.541,0.126,0.298,0.0101,16.0,16.0,0.188,0.062,0.125,0.062,0.0,0.062,0.062,0.188,0.25,0.0,0.0,1.0,1.0,False,-0.281,0.095,0.547,25.2,13.55,7.14,0.03,3.17,0.108,UOjc-2v51rY,9100.0,1566.0
60.33,9.95,13.08,12.12,1.485,0.113,0.349,0.0025,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,False,-0.614,0.25,0.35,20.25,9.18,6.72,0.047,2.92,0.089,dCTzM-9_-nI,4457.0,805.0
-87.59,68.45,25.98,71.74,1.405,0.092,0.584,0.1724,30.0,25.0,0.1,0.033,0.267,0.167,0.0,0.033,0.0,0.067,0.267,0.033,0.033,0.88,0.733,False,-0.2,0.475,2.0,175.0,0.0,12.0,0.917,4.7,0.189,qlxtqiHUYpo,870.0,174.0
60.93,11.0,12.02,13.4,1.423,0.096,0.442,0.0347,17.0,15.0,0.235,0.059,0.059,0.118,0.0,0.0,0.0,0.118,0.412,0.0,0.0,0.933,0.824,False,-0.179,0.219,0.238,24.0,13.27,5.95,0.077,3.26,0.149,PTkkfOkCwUY,2640.0,487.0
72.73,6.57,11.07,8.64,1.418,0.095,0.431,0.0179,11.0,8.0,0.182,0.0,0.0,0.0,0.0,0.091,0.091,0.182,0.455,0.0,0.0,0.75,0.545,False,-0.531,0.348,0.022,14.02,9.98,5.29,0.036,2.94,0.177,ltf9IGjGJos,3344.0,615.0
76.05,6.11,9.1,8.18,1.379,0.078,0.654,0.051,8.0,7.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.125,0.125,0.25,0.0,0.857,0.75,True,-0.242,0.545,0.154,12.31,8.63,4.85,0.155,2.68,0.163,jQc-Fd07WSo,847.0,164.0
6.39,13.11,8.84,14.53,2.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.75,0.0,0I1apTZu-2s,23.0,3.0
-717.17,304.83,72.63,314.94,1.672,0.192,0.397,0.0725,57.0,34.0,0.228,0.018,0.07,0.0,0.0,0.053,0.0,0.105,0.526,0.0,0.0,0.765,0.456,False,-0.161,0.176,1.0,264.0,255.65,20.0,0.38,5.14,0.069,WzqfYW-a0-E,4811.0,781.0
-11785.96,4557.81,264.61,4676.7,1.674,0.179,0.164,0.0053,63.0,45.0,0.317,0.111,0.0,0.048,0.0,0.0,0.048,0.063,0.413,0.0,0.0,0.756,0.54,False,-0.212,0.018,1.094,103.66,200.47,9.67,0.015,5.84,0.103,1NdUceHU8jI,70305.0,11823.0
74.6,6.61,25.08,8.67,1.382,0.081,0.228,0.0018,10.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,False,-0.801,0.07,0.107,15.05,9.82,5.49,0.005,3.08,0.169,Ao3xoPbT7mY,29240.0,5507.0
-4316.32,1688.51,158.11,1733.73,1.635,0.17,0.287,0.0128,56.0,50.0,0.107,0.018,0.143,0.179,0.0,0.018,0.018,0.196,0.321,0.0,0.0,0.9,0.804,False,-0.218,0.046,1.762,210.67,212.44,14.48,0.069,5.61,0.106,CjKCYRCuGqE,26039.0,4371.0
66.23,7.95,26.59,10.27,1.472,0.115,0.269,0.0074,33.0,18.0,0.212,0.0,0.091,0.0,0.0,0.152,0.121,0.03,0.364,0.0,0.03,0.667,0.364,False,-0.165,0.03,0.107,15.74,11.1,5.71,0.008,3.1,0.157,Atra4d44WIo,24872.0,4443.0
68.3,7.04,34.33,9.53,1.478,0.121,0.151,0.0004,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,1.0,1.0,False,0.0,0.0,0.137,13.6,10.5,5.24,0.003,3.04,0.147,J1KR5xxJh1c,42154.0,7444.0
47.46,13.55,13.82,14.29,1.55,0.126,0.518,0.0394,11.0,8.0,0.091,0.0,0.364,0.091,0.0,0.0,0.182,0.182,0.091,0.0,0.0,0.75,0.545,False,-0.278,0.389,0.3,28.3,13.78,7.3,0.19,3.3,0.106,eJF7a7UeHM8,1644.0,279.0
65.77,7.92,36.33,10.4,1.482,0.118,0.159,0.0013,11.0,11.0,0.0,0.0,0.0,0.182,0.0,0.182,0.273,0.091,0.273,0.0,0.0,1.0,1.0,False,-0.831,0.095,0.188,15.94,10.25,5.82,0.003,3.05,0.145,g_FrWKCisDk,48778.0,8648.0
-3343.09,1319.74,96.13,1355.54,1.385,0.078,0.198,0.0274,94.0,62.0,0.032,0.011,0.085,0.16,0.0,0.0,0.064,0.021,0.628,0.0,0.0,0.839,0.553,False,-0.332,0.051,0.232,35.96,41.12,6.33,0.017,3.82,0.151,mDbMxIybx84,18106.0,3419.0
48.39,9.62,19.42,11.1,1.723,0.184,0.319,0.0015,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,False,-0.342,0.125,0.231,12.41,9.28,5.15,0.016,2.82,0.051,rHaisEsuu00,8249.0,1329.0
67.46,8.56,41.44,10.74,1.42,0.091,0.109,0.0007,10.0,9.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.889,0.8,False,-0.284,0.01,0.12,18.45,15.96,5.92,0.002,3.47,0.151,5ACyY3UzLYA,81084.0,14974.0
-3125.67,1234.76,105.8,1268.32,1.455,0.102,0.225,0.0163,52.0,36.0,0.096,0.0,0.077,0.135,0.0,0.0,0.154,0.135,0.385,0.0,0.019,0.778,0.538,False,-0.299,0.058,0.788,63.6,77.59,9.1,0.045,4.65,0.135,WHP2jfMnotk,17422.0,3183.0
83.17,5.78,9.73,8.64,1.263,0.057,0.336,0.0115,8.0,7.0,0.375,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0.75,False,-0.447,0.211,0.133,16.04,10.46,5.16,0.043,2.94,0.198,p2TQkdgZPB8,3463.0,696.0
-467.88,211.92,46.64,218.82,1.533,0.108,0.385,0.1725,93.0,52.0,0.032,0.129,0.065,0.043,0.0,0.0,0.022,0.043,0.634,0.0,0.032,0.769,0.43,False,-0.155,0.19,1.0,91.0,83.39,9.5,0.299,5.09,0.099,T0laUsimLXY,2980.0,537.0
-118.39,79.96,27.37,83.77,1.421,0.089,0.535,0.1845,38.0,30.0,0.026,0.026,0.026,0.158,0.0,0.026,0.105,0.079,0.526,0.0,0.026,0.8,0.632,False,-0.161,0.431,0.5,105.5,14.85,12.5,0.562,4.61,0.194,obQdKlTg9IU,1077.0,206.0
75.72,6.06,9.89,9.19,1.388,0.104,0.497,0.0147,5.0,5.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,1.0,1.0,False,-0.567,0.4,0.154,13.62,8.82,4.92,0.057,2.9,0.164,_UWP-zo6ts0,1866.0,350.0
-3477.65,1369.81,111.97,1406.54,1.464,0.103,0.193,0.0306,109.0,79.0,0.028,0.009,0.083,0.202,0.018,0.046,0.055,0.083,0.477,0.0,0.0,0.81,0.587,False,-0.22,0.046,0.849,69.38,69.55,8.66,0.045,4.37,0.131,3oRTawBYIDk,19170.0,3553.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,uY1_O5m4zgo,63.0,10.0
58.72,10.29,11.67,12.09,1.498,0.103,0.365,0.0299,20.0,15.0,0.4,0.05,0.05,0.0,0.0,0.25,0.0,0.2,0.05,0.0,0.0,0.867,0.65,False,-0.303,0.178,0.111,19.03,16.05,5.72,0.05,3.29,0.088,XOK6ODKS3jQ,3817.0,664.0
-826.73,346.94,71.92,357.11,1.671,0.165,0.39,0.0436,39.0,33.0,0.051,0.0,0.051,0.205,0.026,0.103,0.026,0.179,0.231,0.128,0.0,0.848,0.718,False,-0.29,0.172,2.4,180.4,239.53,11.2,0.398,9.61,0.061,4w6__b_TV4Y,5250.0,888.0
-9575.29,3712.86,173.84,3809.63,1.458,0.094,0.148,0.0041,40.0,33.0,0.2,0.0,0.0,0.075,0.0,0.0,0.1,0.025,0.6,0.0,0.0,0.848,0.7,False,-0.27,0.018,0.597,70.68,96.38,8.96,0.012,4.27,0.139,Kr3YhFavSlk,51576.0,9617.0
-15578.25,6019.6,232.71,6176.01,1.449,0.105,0.132,0.0033,51.0,42.0,0.137,0.059,0.216,0.137,0.02,0.059,0.078,0.039,0.255,0.0,0.0,0.881,0.725,False,-0.287,0.013,0.444,59.12,84.54,7.8,0.006,4.68,0.145,YaEg5HLEnP4,82923.0,15555.0
-5563.34,2170.99,143.53,2228.57,1.474,0.109,0.189,0.0125,70.0,52.0,0.043,0.057,0.029,0.1,0.0,0.157,0.1,0.0,0.471,0.029,0.014,0.865,0.643,False,-0.248,0.029,0.327,58.54,67.23,8.1,0.019,4.4,0.142,dRTsa5FJDHg,30496.0,5579.0
69.19,9.76,31.0,12.28,1.33,0.067,0.123,0.0023,24.0,19.0,0.042,0.083,0.042,0.417,0.0,0.0,0.083,0.208,0.125,0.0,0.0,0.842,0.667,False,-0.801,0.13,0.055,20.02,28.52,5.48,0.004,3.55,0.162,D2amWNJM3Qc,55777.0,10649.0
37.17,11.81,13.5,14.0,1.825,0.219,0.433,0.0553,23.0,16.0,0.087,0.0,0.391,0.043,0.0,0.0,0.043,0.0,0.435,0.0,0.0,0.75,0.522,False,-0.065,0.186,0.222,15.41,7.29,6.89,0.086,3.13,0.05,wRWNDwlieTA,2752.0,411.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,kNkqR1ObKLY,930.0,127.0
72.27,6.85,12.63,9.13,1.414,0.097,0.38,0.0198,17.0,15.0,0.118,0.0,0.059,0.0,0.0,0.118,0.059,0.118,0.471,0.0,0.059,0.867,0.765,False,-0.267,0.2,0.111,14.03,10.77,5.43,0.028,2.98,0.167,NjGBk1DSv5Q,4703.0,875.0
30.72,18.04,17.69,20.35,1.644,0.178,0.61,0.0342,5.0,5.0,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,-0.333,0.833,0.25,36.5,23.17,9.5,0.433,3.09,0.164,t5s4eef0ExE,893.0,146.0
55.85,12.95,12.38,15.2,1.423,0.087,0.552,0.0166,4.0,4.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.0,30.62,23.35,7.25,0.227,4.23,0.127,xyeOzzSRqoY,1340.0,241.0
60.81,10.52,12.16,12.49,1.449,0.108,0.557,0.0321,6.0,6.0,0.167,0.0,0.0,0.333,0.0,0.0,0.167,0.0,0.333,0.0,0.0,1.0,1.0,False,-0.133,0.4,0.111,21.67,8.93,7.22,0.218,3.05,0.144,j4KlPzmJ_9Y,1039.0,187.0
40.69,13.8,15.9,17.36,1.664,0.2,0.656,0.008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.0,25.4,13.22,8.0,0.283,3.64,0.126,0OIf3CzjQVo,752.0,126.0
41.19,11.82,14.55,13.09,1.75,0.231,0.846,0.0192,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,False,0.0,0.0,0.333,18.67,7.77,7.33,0.222,2.86,0.071,llFHgRuFuTw,388.0,55.0
66.57,7.43,11.21,11.08,1.491,0.144,0.629,0.0632,11.0,11.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.273,0.636,0.0,0.0,1.0,1.0,True,-0.424,0.727,0.167,15.08,6.26,6.67,0.115,2.94,0.16,O4hNpHv_tLg,962.0,172.0
-183.96,103.51,35.45,108.31,1.5,0.123,0.465,0.1527,40.0,30.0,0.05,0.025,0.2,0.15,0.0,0.0,0.075,0.125,0.35,0.025,0.0,0.9,0.675,False,-0.256,0.416,1.5,132.5,99.7,10.0,0.842,4.23,0.136,XPyvMKRMHDE,1435.0,261.0
55.21,11.1,12.69,13.05,1.525,0.126,0.534,0.0269,6.0,6.0,0.167,0.0,0.167,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,1.0,1.0,True,-0.267,0.6,0.1,22.4,11.68,8.4,0.14,3.03,0.107,B4b5hfFtVnk,1255.0,223.0
-16458.09,6355.97,262.6,6520.5,1.531,0.127,0.135,0.0042,70.0,47.0,0.214,0.0,0.243,0.029,0.0,0.029,0.071,0.057,0.314,0.043,0.0,0.809,0.543,False,-0.386,0.014,0.464,55.8,95.3,7.9,0.006,4.68,0.123,xtDTwQr9XvE,94293.0,16553.0
-516.24,233.08,45.11,240.96,1.408,0.091,0.434,0.1217,74.0,63.0,0.243,0.068,0.122,0.122,0.041,0.014,0.027,0.162,0.135,0.027,0.041,0.889,0.757,False,-0.226,0.203,0.3,31.3,21.71,7.65,0.083,3.07,0.149,WAHODYvSdok,3172.0,605.0
-2019.87,810.73,84.52,833.69,1.413,0.098,0.249,0.0358,75.0,53.0,0.213,0.027,0.12,0.027,0.0,0.067,0.053,0.08,0.307,0.093,0.013,0.811,0.573,False,-0.306,0.079,0.218,39.45,45.49,6.71,0.033,3.81,0.166,joQGSOx0sME,11324.0,2093.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,kZdKCWCytTc,63.0,10.0
-437.05,191.97,65.97,198.63,1.924,0.255,0.511,0.1735,85.0,62.0,0.024,0.141,0.224,0.212,0.035,0.106,0.071,0.059,0.129,0.0,0.0,0.871,0.635,False,-0.221,0.209,2.333,164.0,139.87,10.33,0.517,7.24,0.051,CsI4-jt4Azw,3222.0,486.0
-545.42,241.12,49.89,248.52,1.561,0.11,0.386,0.0952,59.0,38.0,0.203,0.119,0.068,0.0,0.017,0.203,0.034,0.051,0.288,0.0,0.017,0.763,0.492,False,-0.143,0.172,3.0,317.5,293.45,15.0,0.851,4.86,0.101,iFmtPfMNol4,3591.0,617.0
-136.91,83.78,31.12,86.86,1.58,0.116,0.546,0.2028,43.0,30.0,0.07,0.163,0.233,0.07,0.047,0.256,0.0,0.023,0.07,0.0,0.07,0.8,0.558,False,-0.113,0.415,0.0,216.0,0.0,24.0,0.95,3.57,0.083,0Zp7uPIyllo,1202.0,212.0
75.09,6.24,10.5,8.64,1.39,0.086,0.414,0.036,21.0,13.0,0.0,0.19,0.143,0.0,0.0,0.429,0.0,0.095,0.143,0.0,0.0,0.846,0.524,False,-0.504,0.269,0.057,11.94,10.85,4.36,0.035,2.99,0.158,p6MpAi_n73U,3141.0,600.0
-8118.3,3152.4,183.6,3235.48,1.489,0.124,0.177,0.0059,48.0,42.0,0.042,0.0,0.0,0.125,0.021,0.021,0.125,0.062,0.604,0.0,0.0,0.857,0.75,False,-0.31,0.032,0.208,40.2,63.18,6.72,0.008,4.21,0.128,GKKqS0yfCaY,44039.0,8137.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,ozeKt1pkcyY,63.0,10.0
-15999.44,6180.95,255.66,6342.0,1.473,0.123,0.128,0.0022,35.0,31.0,0.143,0.0,0.029,0.029,0.029,0.0,0.229,0.029,0.457,0.057,0.0,0.935,0.829,False,-0.467,0.029,0.434,51.39,73.95,7.65,0.005,4.29,0.134,KWnhR3pzZQg,86590.0,15929.0
37.28,14.52,14.55,15.02,1.692,0.154,0.923,0.2857,8.0,8.0,0.0,0.0,0.25,0.25,0.0,0.0,0.125,0.0,0.25,0.0,0.125,1.0,1.0,True,-0.214,0.714,0.0,14.5,19.09,4.0,0.25,3.0,0.034,aY6UzBkzieU,185.0,27.0
30.77,15.43,15.9,15.02,1.769,0.192,0.962,0.3077,8.0,8.0,0.0,0.0,0.25,0.125,0.0,0.0,0.125,0.0,0.375,0.0,0.125,1.0,1.0,True,-0.476,0.714,0.0,13.5,17.68,4.0,0.25,2.33,0.037,u1k_X99eXVQ,176.0,26.0
31.26,19.33,15.9,21.56,1.571,0.119,0.81,0.2143,9.0,9.0,0.667,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,1.0,1.0,True,-0.25,0.75,1.0,42.0,0.0,7.0,0.667,4.12,0.095,_lfd9hOKypU,236.0,42.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,Y78PNlUaQdo,63.0,10.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,s-rkK3Clvuw,63.0,10.0
-30.21,39.83,29.31,44.89,1.722,0.233,0.678,0.3085,29.0,18.0,0.103,0.0,0.0,0.034,0.414,0.034,0.069,0.0,0.345,0.0,0.0,0.833,0.517,True,-0.356,0.567,1.0,95.0,0.0,13.0,0.833,3.26,0.053,bhvW4YYL3lk,591.0,92.0
-6440.13,2509.54,139.76,2576.18,1.395,0.089,0.123,0.0047,61.0,51.0,0.197,0.0,0.246,0.033,0.0,0.049,0.082,0.049,0.344,0.0,0.0,0.941,0.787,False,-0.445,0.035,0.111,36.32,48.91,6.71,0.005,3.87,0.167,qjJT4c1bucA,67950.0,12972.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,606MR38-uWU,63.0,10.0
-248.3,126.4,41.87,131.59,1.589,0.146,0.487,0.1156,37.0,30.0,0.27,0.0,0.0,0.108,0.027,0.081,0.135,0.081,0.297,0.0,0.0,0.9,0.73,False,-0.132,0.338,4.0,320.0,0.0,15.0,0.889,4.93,0.153,Y0ACcA3U6c8,1827.0,319.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,TA8jiJ-e7cc,63.0,10.0
-1232.82,505.93,76.73,521.05,1.528,0.129,0.294,0.0419,55.0,30.0,0.018,0.091,0.073,0.291,0.0,0.218,0.036,0.073,0.2,0.0,0.0,0.733,0.4,False,-0.28,0.097,7.0,1323.0,0.0,36.0,0.989,21.65,0.102,3e6Ok8BFqYo,7149.0,1308.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.5,0.27,2.79,0.091,jKu3EnRyMlE,930.0,127.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,g7OYkyGYdJI,930.0,127.0
-797.25,337.61,64.12,347.96,1.575,0.133,0.378,0.0676,59.0,49.0,0.237,0.0,0.102,0.119,0.0,0.068,0.22,0.051,0.203,0.0,0.0,0.837,0.695,False,-0.458,0.209,2.0,221.75,173.02,13.0,0.366,6.47,0.118,iT14SR2Obs0,4912.0,868.0
82.5,4.33,8.65,6.12,1.345,0.063,0.448,0.0283,13.0,11.0,0.0,0.0,0.154,0.0,0.0,0.077,0.231,0.154,0.385,0.0,0.0,0.818,0.692,False,-0.358,0.3,0.052,8.83,9.68,3.83,0.031,2.89,0.168,7N34Rfh0Luw,2489.0,478.0
-94.25,66.4,33.89,71.11,1.627,0.18,0.64,0.1925,31.0,27.0,0.258,0.0,0.129,0.032,0.0,0.0,0.194,0.065,0.258,0.065,0.0,0.926,0.806,True,-0.342,0.514,0.0,41.25,40.64,9.5,0.625,4.92,0.103,dhgeCc0JWYw,908.0,161.0
57.18,8.82,11.41,10.93,1.598,0.148,0.448,0.0477,20.0,17.0,0.0,0.2,0.1,0.35,0.2,0.0,0.0,0.05,0.1,0.0,0.0,0.824,0.7,False,-0.148,0.241,0.069,14.62,5.97,6.07,0.056,2.7,0.123,0GyVL3Jafks,2529.0,421.0
