video_id,Category_gpt_5,Recommendation_gpt_5,is_understandable,PEMAT Score,LLM Ranking,label_AI,is_predicted_AI,label_human,is_predicted_human
4Hch-iQuCgw,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
TrOIC3_T-U8,Patient education - surgery,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
XBE8AkDCUoY,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
g25kuBQhxlY,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
cdVvu9eIAeo,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
57E0mZvygpc,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
OxxUAx0Xd6o,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
axlPSEK0Xo8,Patient education - surgery,1,0.0,0.4285714286,0.3214285714,,,,
jYUj8ZVNO3A,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
NGfWLmppEsQ,Patient education - consideration,1,0.0,0.1428571429,0.1071428571,1.0,1.0,1.0,1.0
xdOBwXBxffI,Patient education - evaluation,1,0.0,0.1428571429,0.1071428571,0.0,0.0,1.0,1.0
n2flQv5UZVs,Patient education - post surgery,1,1.0,0.0,0.25,1.0,1.0,1.0,1.0
TrlHEjjQnzc,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
l0fENCO74KA,Patient education - evaluation,1,0.0,0.4285714286,0.3214285714,0.0,1.0,1.0,1.0
mSeblARXJ7U,Patient education - evaluation,1,0.0,0.2857142857,0.2142857143,0.0,1.0,1.0,1.0
HHEkAReLt0A,Patient education - consideration,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
gOuSLw0yt5Y,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
y3UgmMntTk8,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,0.0,1.0,1.0,1.0
mbkuWmBI5ik,Patient education - consideration,1,1.0,0.0,0.25,0.0,1.0,1.0,1.0
hmtG0ncFM2o,Patient education - consideration,1,1.0,0.1428571429,0.3571428571,0.0,1.0,1.0,1.0
xJLsrfTAh04,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
q3EtUcJI6nI,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
YTVv5WpB0Jw,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
KLWMelePHsk,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
-y6JiLg201w,Patient education - surgery,1,1.0,0.5714285714,0.6785714286,1.0,0.0,1.0,1.0
ojpVFlkMUnA,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
L-7NqjKqqb8,Patient education - surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
SVO_Ud-glMU,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,0.0,1.0,1.0
3ihszthnayg,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,0.0,1.0,1.0,1.0
AD2RtJPAhIU,Patient education - consideration,1,1.0,0.7142857143,0.7857142857,1.0,1.0,1.0,1.0
LcBaW2csTjo,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
iB4hAHyAByw,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
0F0LNR5OXwo,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
fquiIxZgk4s,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
Dj1SzImT_yI,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,0.0,1.0,1.0,1.0
Uzh2zyf7ilk,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,0.0,1.0,1.0,1.0
XHwfo2fVyWI,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
x8p65U7Kisc,Patient education - post surgery,1,1.0,0.7142857143,0.7857142857,1.0,0.0,1.0,1.0
98pNrNp6fOE,Patient education - consideration,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
qLhKfH6om84,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
wtlNapcs0j0,Patient education - evaluation,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
onw0ie_Z4S4,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
NV5Lh1QsoQE,Patient education - surgery,1,0.0,0.1428571429,0.1071428571,1.0,1.0,1.0,1.0
fLjaSApoDac,Patient education - post surgery,1,1.0,0.8571428571,0.8928571429,1.0,0.0,1.0,1.0
leTF-FRI434,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
L2ygtcDElwY,Patient education - surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
T-qbU2zTxnY,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
XFWAmyW7Tis,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
JIXkf_i3kG0,Patient education - post surgery,1,1.0,0.8571428571,0.8928571429,1.0,1.0,1.0,1.0
LwRaOcBxkpc,Patient education - post surgery,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
lfRIozS_h9E,Patient education - consideration,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
w79YUSOhPWI,Patient education - consideration,1,1.0,0.8571428571,0.8928571429,1.0,1.0,1.0,1.0
CNNDf8mfm5U,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
LhcB_CNrDAs,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
fol7E4bQFMQ,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
xSwfR3UYZ4E,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,0.0,1.0,1.0
WyAFVjTrDlA,Patient Education - waitlist,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
zoCLkLJHG1I,Patient Education - waitlist,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
W5G1EQagZGg,Patient education - post surgery,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
MmOc_I2Jyvk,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
aKWHgwz9dWo,Patient education - post surgery,1,1.0,0.5714285714,0.6785714286,,,,
V7UfP6zZ-EA,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
v0dydIi42hY,Patient education - consideration,1,1.0,0.4285714286,0.5714285714,1.0,1.0,1.0,1.0
GYW_SJI7ZM8,Patient education - consideration,1,1.0,0.2857142857,0.4642857143,1.0,0.0,1.0,1.0
u-oO5artghw,Patient education - evaluation,1,1.0,0.5714285714,0.6785714286,1.0,1.0,1.0,1.0
LvR1RxAeb5E,Patient education - evaluation,1,1.0,0.2857142857,0.4642857143,1.0,1.0,1.0,1.0
Tdb8Bu9NiA4,Patient education - evaluation,1,1.0,0.1428571429,0.3571428571,1.0,1.0,1.0,1.0
