"video_id","description","has_title","has_description","video_duration","description_length","description_unique_words","view_count","like_count","comment_count","subscriber_count","channel_upload_count","sentiment","sentence_count"
"VSpY0JcwsD8","Discusses what needs to happen before you are discharged from the hospital after your kidney transplant surgery and information about follow-up appointments and the biopsies that are performed following your surgery. Seventh in a series of 7 patient education videos for kidney recipients at the University of Michigan Transplant Center.",True,True,261.0,50,42,1466,9,0,216000,5950,"Neutral",2
"VV8JrW-VGuo","Xaralambas (Bobby) Zervos, DO breaks down the process of how you can give the gift of life by becoming a living organ liver donor.   If you liked the video hit like and subscribe for more! #clevelandclinic #shorts #organdonor #livertransplant #organdonationsaveslives",True,True,58.0,40,36,5399,389,11,697000,6101,"Neutral",2
"VVR60zcS9L4","Mount Sinai's Dr. Mary Ann McLaughlin discusses what happens when medications are not treating heart disease well enough. She discusses the options people have when this happens.  Dr. McLaughlin is the recipient of grants from the Agency for Health Care Quality and Research, the American Heart Association, the American College of Cardiology, and the New York Academy of Medicine. Her research focuses on improving the cardiovascular care of women, elderly and minorities. She has published numerous articles in peer-reviewed journals, and is the author of four book chapters, and is on the Editorial board of the publication, ""Focus on Healthy Aging."" She has been an invited speaker both nationally and internationally.",True,True,82.0,111,79,11051,61,4,170000,3304,"Neutral",6
"VVw4K1CAfC8","Florida Hospital announced the largest, one-time private donation to end chronic homelessness in Central Florida history — a momentous commitment that will change the way this unique population is cared for and supported in years to come.             The unprecedented event took place in front of Florida Hospital Orlando’s emergency department, flanked by Orlando Mayor Buddy Dyer, Orange County Mayor Teresa Jacobs and Central Florida Commission on Homelessness CEO Andrae Bailey.    Building on commitments from the City of Orlando and Orange County, Lars Houmann, CEO and President of Florida Hospital, announced Florida Hospital is committing $6 million over three years to address homelessness in our region.  During his annual State of the City Address, Orlando Mayor Buddy Dyer announced a bold goal of housing 300 of Downtown Orlando’s chronically homeless individuals in three years. The City of Orlando has committed $4 million over three years to support the “Housing First” model, a proven approach that provides housing with wrap-around supportive services to the chronic homeless.     Additionally, the City has engaged the Corporation for Supportive Housing (CSH) to provide technical assistance on this new strategy. CSH uses data and proven methods to strategically identify vulnerable individuals and families who are homeless or at risk of homelessness who will benefit from supportive housing and are also high users of services, especially costly crisis-emergency healthcare.   As the largest government funder of permanent supportive housing, homeless prevention, emergency family care, mental health and related services in the region, Orange County Government seeks to serve our veterans, our chronically homeless adults, and vulnerable families and children in a variety of ways.   Orange County Government will be budgeting more than $15 million over the next three years for homeless housing, prevention and related family programs, and anticipates increasing that number annually. As part of a scheduled Board of County Commissioners work session for December 16, Mayor Teresa Jacobs will lead a discussion regarding the Orange County Plan to Impact Homelessness.   These financial commitments are the kick-off investment of the “Impact Homeless Fund,” a new collaborative fund at the Central Florida Foundation. This fund will serve as a new public and private investment-solutions vehicle to help those facing homelessness in Orange, Osceola and Seminole counties.",True,True,147.0,366,192,614,6,0,18300,1549,"Neutral",12
"VWubnkIHTEQ","As the number of older patients and younger, chronically ill patients referred for kidney transplantation continues to rise, transplant centers are faced with the challenge of determining which of these patients are appropriate candidates for transplantation. Medical evaluations help guide clinicians in their decision-making, but can sometimes fall short in determining risk of poor outcomes. The use of a frailty assessment in the pre-transplant setting can help identify candidates at risk for increased graft loss and mortality.   Presented on March 26, 2019 by Mara McAdams DeMarco, PhD.",True,True,3798.0,87,67,567,4,0,1400,201,"Neutral",4
"VX1n7tY6F2E","This UC Health patient education video provides key information about heart transplant surgery and what to expect in the immediate postoperative period.      Learn about the notification process when a heart becomes available and the typical duration of the surgery.      Understand the immediate post-operative environment, including the intensive care unit and the various lines and tubes.      This video guides you through the surgical process and the initial recovery phase, offering clarity and support.",True,True,177.0,72,51,136,0,0,13500,719,"Neutral",4
"V_I6Q56vtjE","Following a heart transplant at Mayo Clinic in Arizona, Steven Fietek has a renewed zest for life.  Watch his story. ____________________________________________ FOR THE PUBLIC: More health and medical news on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/  FOR THE MEDIA ONLY: Register at https://newsnetwork.mayoclinic.org/re... to access clean and nat sound versions of this video on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/  Mayo Clinic https://mayocl.in/3tNMAdF Follow Mayo Clinic on Instagram: https://www.instagram.com/mayoclinic/ Like Mayo Clinic on Facebook: https://www.facebook.com/ Follow Mayo Clinic on Twitter: https://twitter.com/MayoClinic",True,True,126.0,81,55,2745,29,0,1220000,11882,"Very Positive",4
"VaSWYVW8Dts","The Transplant Nephrology Fellowship at Mayo Clinic (Arizona), provides highest quality of fellowship training through an exposure to a large, diverse and complex patient population and academic opportunities, in a structured and nurturing environment.  Sumi Nair MD Program director, Transplant Nephrology , Suman Misra MD Fellow transplant nephrology, HayMe Me MD, Fellow Transplant nephrology.  For more information: https://college.mayo.edu/academics/residencies-and-fellowships/renal-transplant-fellowship-arizona/",True,True,279.0,57,47,1673,26,0,1220000,11882,"Neutral",3
"VamIKPgN88Y","Donate to support our mission today: https://www.kidney.org/support?youtube  Subscribe to our YouTube channel: http://bit.ly/nkfyoutube  Learn about kidney health, kidney disease, and related conditions: https://www.kidney.org/atoz   About the National Kidney Foundation:  Fueled by passion and urgency, National Kidney Foundation is a lifeline for all people affected by kidney disease. As pioneers of scientific research and innovation, NKF focuses on the whole patient through the lens of kidney health. Relentless in our work, we enhance lives through action, education and accelerating change.   Follow NKF at:  https://www.instagram.com/nationalkidneyfoundation/  https://www.facebook.com/nationalkidneyfoundation/  https://twitter.com/nkf   #kidneys #kidneystrong #kidneyhealth #heartyourkidneys #mykidneysmylife",True,True,66.0,89,69,42966,4,0,46000,861,"Very Positive",4
"VbWzuBZRlQw","Dr. David Jacobsohn explains what Graft Versus Host Disease (GVHD) is and how it is managed.  To learn more about Bone and Marrow Transplant at Children’s National visit: https://www.childrensnational.org/get-care/departments/blood-and-marrow-transplantation",True,True,320.0,29,27,4029,48,0,24900,1479,"Neutral",2
"VdO40cCjoQw","Dr. Mikel Prieto, Surgical Director of the Kidney/Pancreas Transplant Program in Mayo Clinic Rochester, gives an overview of Polycystic Kidney Disease. Advantages of preemptive kidney transplantation are highlighted as well as a description of follow up care which may include post-transplant bilateral nephrectomies.  Polycystic Kidney Disease patients should have a thorough work up to address the entire disease. Mayo Clinic provides a group approach and has a team of experts that work with prevention therapy.  More information on Polycystic Kidney Disease and Kidney Transplantation at Mayo Clinic can be found below.   Learn more: http://mayocl.in/2zRXXV7.  To refer a patient, visit http://mayocl.in/2ii9fuC.",True,True,197.0,100,76,2989,20,0,1220000,11882,"Neutral",7
"VdXEUCrhN9g","Rebecca Bader, transplant nurse coordinator, walks you through the wait list status and details for a kidney transplant. You need to maintain good health, keep up your blood draws and stay in constant communication with your transplant coordinator.    Learn more about UCHealth Transplant Services here:   uchealth.org/transplant    UCHEALTH ACROSS THE WEB:    UCHealth.org: https://bit.ly/UCHealthWeb    YouTube: https://bit.ly/UCHealthYouTube    Facebook: https://bit.ly/UCHealthFB    Twitter: https://bit.ly/UCHealthTwitter    Pinterest: https://bit.ly/UCHealthPin    Instagram: https://bit.ly/UCHealthIG    Google News: https://bit.ly/UCHealthGNP",True,True,113.0,65,60,313,2,0,45400,902,"Neutral",4
"Ve-ccjQ8EE8","Dr. Craig Selzman, University of Utah Heart Transplant Surgeon, weighs in on the discussion about Dick Cheney's recent heart transplant.",True,True,183.0,20,20,2847,13,0,21200,1769,"Neutral",1
"VgUdS1CI7h4","Jeffrey Javidfar, MD, Thoracic Surgeon, specializes in treating lung disease including end stage lung disease, lung transplantation, ECMO, benign lung disease, lung cancer surgery and bronchial and tracheal surgery. From diagnosis to treatment to postoperative care, Dr. Javidfar tailors his approach to each patient’s needs and works closely with them and their families to ensure the best possible outcome.",True,True,115.0,59,45,522,4,0,16600,1353,"Neutral",2
"Vlc0eq9nkc8","Sharon learned she had underlying kidney disease while pregnant. At the 2013 Dash for Organ and Tissue Donor Awareness, she talks about her kidney transplant at the Penn Transplant Institute and regaining the energy to do the things she loves most.",True,True,77.0,41,34,5159,31,0,75200,1684,"Neutral",2
"VmMdsYC4-tc","Why choose Mayo Clinic for heart transplant? Our experts in heart and lung surgery perform more than 85 heart transplants a year at Mayo Clinic's campuses in Arizona, Florida and Minnesota. Their experience in using advanced technology, specialized procedures and an integrated approach focused on the patient makes Mayo Clinic a leader in transplant outcomes.",True,True,99.0,55,43,2604,17,0,1220000,11882,"Neutral",3
"VnP22uk1RCw","A Cleveland Clinic team led by Toshihiro Okamoto, MD, PhD, is using new technology called ex vivo lung perfusion to help make more lungs usable for life-saving transplants.",True,True,61.0,28,28,4850,55,1,697000,6101,"Neutral",1
"VougmcEBJ9w","Weldon Bradshaw was told he had 7 days to live. He had a rare disease, PSC, that was shutting down his liver. He needed a miracle. What he got was even better. A healthy liver. It became available thanks to VCU's advances in expanding the adult donor pool. In Weldon's interview, he tells us his gripping story about waiting for a liver with just days to live.    To learn more about VCU Health's Transplant Programs visit: http://www.vcuhealth.org/transplant/",True,True,181.0,77,61,1233,9,1,15600,1174,"Positive",8
"VpSQoQK_Wek","Liz traveled to Pittsburgh for her double lung transplant. After evaluation, she found out she also need a heart transplant. Experts at UPMC gave her the hope she needed.   Read stories like Liz's at http://upmcstories.com/.",True,True,61.0,35,30,7095,57,0,50000,1839,"Neutral",4
"VphCXPjTx8U","The University of Kansas Health System is treating a total of 44 COVID patients today, up from 39 yesterday. Other significant numbers:   28 with the active virus today, 25 yesterday 2 in ICU, 3 yesterday 0 on a ventilator, 1 yesterday 16 hospitalized, but out of acute infection phase, 14 yesterday   Key points from today’s guests:   Gary Gray, awaiting liver transplant Two years ago, Gary was diagnosed with a blockage of his bile ducts, a condition that is destroying his liver and requires a liver transplant. Recent national changes to donor allocations are impacting Gary’s ability to receive a transplant as donated livers that would typically be available in Gary’s region are being sent to other more populous regions like the East and West Coasts. After two years, he finally has a lead on a liver donor – a living liver donor instead of a deceased liver donor.    Amy Wallace, liver transplant recipient She waited a year and a half on the transplant list before getting a call about a deceased donor. Has a 10-year-old and a nine-month-old and everyone is very healthy -- none of that would have happened unless she received the liver transplant in 2017. Thankful she can use her story for good as she moves forward in life. Grateful for all the donors that have signed up to be a donor at death and encourages everyone to give that some consideration because she and Gary both wouldn't be here unless there were selfless people like that in this world.      Dr. Ryan Taylor, gastroenterologist, The University of Kansas Health System Liver transplant is one of the biggest operations you can get. There's a lot the body has to go through to be able to get the liver transplant. We have one of the highest organ donation rates anywhere in the country and that's credit to our local citizens and all the hard work that's done in the community to ways raise awareness about liver transplants. That's wonderful and great for the overall organ donation process. But it is hard for patients who are in our community and actually need to access those organs and then to see them not be available during their time of need. Amy was tremendously sick right before her transplant, but she probably would have had to wait longer in the current system and that just breaks my heart to see patients suffer and struggle with already a difficult process. Important to highlight the importance of organ donation. This whole process only works if someone makes an altruistic gift of that nature. And so we have to make sure everyone's aware of organ donation -- that's the ultimate gift someone can give.   Dr. Dana Hawkinson, director of infection control and prevention, The University of Kansas Health System According to the CDC, a record 40 million children missed measles vaccine doses last year and unvaccinated children are at the center of an outbreak right now of measles in central Ohio. This is extremely concerning as safe vaccines have been proven to help prevent outbreaks of vaccine-preventable diseases like measles, mumps and rubella. Also, we know that for our transplant population, it's vitally important that they receive key vaccinations before going to transplant. Monday, Dec. 5 at 8:00 a.m. is the next Morning Medical Update. Retirees often turn to volunteering to help fill their days in a meaningful way. But the pandemic has caused isolation and fear and led to a drop in volunteerism, which after two years has led to a change in habit. We’ll talk about the psychology of what's happening and how you can help fill the volunteer void.  Visit our website, www.kansashealthsystem.com or findadoctor.kansashealthsystem.com.",True,True,2000.0,610,340,258,3,0,14600,3587,"Neutral",26
"Vqzp1A9GYw8","A multidisciplinary team of Mayo Clinic transplant surgeons, nephrologists, dietitians and endocrinologists is helping remove obesity as a barrier to kidney transplantation.  Dr. Aleksandra Kukla, a Mayo Clinic nephrologist, helped create the program, which can sometimes include bariatric surgery, the most effective and durable weight loss method.  Some patients are able to be listed for kidney transplant just two months after bariatric surgery. But for many, the program is offering them something they may not have had before: hope, that they can receive a kidney transplant in the future. ____________________________________________ For the safety of its patients, staff and visitors, Mayo Clinic has strict masking policies in place. Anyone shown without a mask was recorded prior to COVID-19 or recorded in an area not designated for patient care, where other safety protocols were followed.  FOR THE PUBLIC: More health and medical news on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/  FOR THE MEDIA ONLY: Register at https://newsnetwork.mayoclinic.org/re... to access clean and nat sound versions of this video on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/  Mayo Clinic https://mayocl.in/3tNMAdF Follow Mayo Clinic on Instagram: https://www.instagram.com/mayoclinic/ Like Mayo Clinic on Facebook: https://www.facebook.com/ Follow Mayo Clinic on Twitter: https://twitter.com/MayoClinic",True,True,69.0,193,131,1181,20,0,1220000,11882,"Neutral",9
"Vr9PCS9VERQ","In this previously recorded Facebook live, Dr. Catherine Staffeld-Coit discusses how to take care of yourself before and after kidney transplantation.  00:00 - Opening Title Screen 2:01 - Introduction 3:07 - What are the functions of the kidneys? 4:19 - Diseases or complications that lead to kidney failure 4:58 - Screenings to detect kidney failure 5:58 - Symptoms of kidney failure 7:25 - Steps to take if there's a family history of kidney failure 8:13 - Can kidney disease happen at any age? 8:37 - Which treatment is better kidney transplants or dialysis? 9:51 - What is dialysis? 10:28 - What is preemptive or an early kidney transplant?  11:12 - Walkthrough of the kidney transplant process 12:26 - Is a third kidney inserted during a kidney transplant? 13:35 - The outcomes following a kidney transplant 14:36 - Should patients worry about the kidney not lasting? 15:25 - What is anti-rejection medication? 16:27 - The keys of success for kidney transplants 20:00 - Transplant patients access to COVID vaccine 21:14 - A kidney transplant patient's life at home 23:13 - How likely is it the body will reject the kidney? 24:30 - The recovery time for a kidney transplant 25:23 - How does donating a kidney work? 26:32 - Benefits of receiving a kidney from a living donor 27:34 - Has COVID-19 affected patients waiting for a kidney? 28:34 - In person vs virtual visits for transplant patients 30:28 - Ochsner's safety measures for transplant patients 31:30 - Can someone with high blood pressure be a donor? 32:48 - How long does it take on average to get a kidney? 33:40 - Advice for patients undergoing a kidney transplant 34:17 - Conclusion",True,True,2121.0,251,158,280,2,0,45800,539,"Neutral",11
"VrIxRfWDOm8","This animation shows how a robotic mitral valve repair procedure is performed.  Some valve problems are treated with the assistance of the da Vinci Surgical System, a sophisticated robotic device. Procedures performed with the da Vinci system are done through four to five fingertip-size slits at the side of the chest. Unlike traditional mitral valve repair surgery in which the sternum is cut and spread open, in a minimally invasive robotic mitral valve procedure, the surgeon manipulates a highly advanced robotic tool and makes only tiny incisions.   The robotic arms are inserted through the side of the chest, which is even closer to the heart than if we opened the sternum. We make keyhole incisions for the surgical arms, camera and access tube. The tiny camera provides a view of the diseased valve. We see that the valve is oversized, misshapen and doesn't close properly, which allows blood to leak backwards. We remove the misshapen portion of the valve, and reconstruct it with sutures. We insert an artificial ring to reduce its size. We sew the ring into place, and the valve now closes properly, so blood no longer leaks back.   After the procedure, only a few dime-sized scars remain, instead of the six- to eight-inch scar in the middle of the chest associated with open-heart surgery.   Featuring: Valluvan Jeevanandam, MD, Professor and Chief, Section of Cardiac & Thoracic Surgery, University of Chicago  Learn more At Forefront of Medicine: Website: http://www.uchicagomedicine.org Twitter: http://www.twitter.com/uchicagomed Facebook: http://www.facebook.com/uchicagomed Make an appointment today at 888-824-0200.",True,True,114.0,250,152,342768,0,0,17400,646,"Neutral",13
"VrwVGMAD48o","Dr. Saad Malik explains how University of Maryland Medical Center expertly performs living donor liver transplants. He describes some donor qualifications, recovery process, and risks.  Visit https://www.umms.org/ummc/health-services/transplant/liver/living-donor to learn more.",True,True,139.0,30,29,237,3,0,42900,959,"Neutral",3
"VtZ4lJoK3j0","Most of us think of organ donation when receiving or renewing our license. Did you know that you can also sign up to be a living kidney donor? Learn about the importance of living kidney donation and how to sign up from the Tufts MC team: http://livingdonortufts.org #donatelifemonth",True,True,106.0,48,38,587,5,0,16700,496,"Neutral",3
"VyAyufp2OAI","In 2018, the UAB Comprehensive Transplant Institute celebrated the 50th anniversary of Alabama's first organ transplant. Watch the video retrospective.",True,True,285.0,20,18,308,2,0,21200,805,"Neutral",2
"W-UHoEhm2F8","On September 26, 2010 the UCLA Liver Transplant team performed their 5,000th liver transplantation.  This is the most recent achievement of a 26-year journey that has given new life to literally thousands of patients.  The first liver transplant at UCLA was performed on February 1st, 1984.  Learn more at www.transplants.ucla.edu.    As of Sept 24, 2010, there were 16,001 candidates waiting for livers in the entire nation. 586 were listed at UCLA. Consider donation today www.donatelifecalifornia.org",True,True,218.0,75,63,5930,28,7,569000,3032,"Neutral",7
"W09QflAfup0","For more information about the kidney transplant program, please visit https://cle.clinic/3mBxGIQ  Since starting in 2014, the Kidney Transplant Program at Cleveland Clinic Florida has grown into one of the largest in South Florida and the nation. Neerja Agrawal, MD, Kidney Transplant Program Medical Director shares more about the program and our world-class experts.  To learn more about Dr. Agrawal, please visit https://cle.clinic/3A7m3MI  If you liked the video hit like and subscribe for more!  #clevelandclinic #clevelandclinicflorida #kidneytransplant",True,True,65.0,76,55,525,4,0,697000,6101,"Positive",3
"W0OmgjNRSIE","UCLA nephrologist Anjay Rastogi, MD, talks about prevention, diagnosis, and treatment of chronic kidney. Learn more: disease. https://www.uclahealth.org/core-kidney/",True,True,1935.0,18,18,2385092,20487,1418,569000,3032,"Neutral",3
"W52xua5B8-c","nan",True,False,158.0,0,0,1746,11,1,1350,298,"",0
"W5G1EQagZGg","Transplant patient information about the medication Mycophenolate presented by Chelsea Sammons, PharmD, BCPS, Clinical Pharmacy Specialist - Liver Transplantation. #pennmedicine",True,True,240.0,19,19,917,3,0,75200,1684,"Neutral",2
"W740hmEpkMs","VCU Health is participating in a trial to study a device that not only keeps organs viable longer while outside the body but also tests how well they are functioning prior to implanting them into the recipient.",True,True,309.0,37,34,7951,66,3,15600,1174,"Neutral",1
"W8bezLf7V3w","Robert E. Michler, MD, discusses heart transplantation and the life expectancy of heart transplant recipients.",True,True,96.0,15,14,15621,78,45,100000,867,"Neutral",1
"WA2U293-GRg","In 2001, Gloria Morrison was diagnosed with acute kidney disease and hypertension. The mother of two sons was able to manage her condition, but her health began deteriorating over time. In 2010, doctors told her she would need a kidney transplant. Gloria was nervous about having surgery, though her husband and children volunteered to be donors. All were tested and her youngest son Paul, then 18, was the perfect match.  On April 30, 2013, Gloria successfully underwent a kidney transplant at Jackson Memorial Hospital. ""I would do anything for my mom,"" Paul, now 21, said. ""I feel good knowing she is doing better. I want her to live a healthier life.""  Read the full story here: http://ow.ly/kPWYv   In this video: Gloria Morrison, kidney transplant patient; her son and donor, Paul Morrison; Giselle Guerra, M.D., medical director, Miami Transplant Institute; Junichiro Sageshima, M.D., pediatric and adult kidney and pancreas transplant, Miami Transplant Institute ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ FOLLOW US ON SOCIAL MEDIA: Jackson Health System ✅ FACEBOOK: http://bit.ly/2sgnBlN ✅ TWITTER: http://bit.ly/2rjK2qZ ✅ INSTAGRAM: http://bit.ly/2tehc7V  Holtz Children's Hospital ✅ FACEBOOK: http://bit.ly/2rTQh3s ✅ TWITTER: http://bit.ly/2suFJZS ✅ INSTAGRAM: http://bit.ly/2sumsry",True,True,1112.0,175,126,304,2,0,3210,503,"Positive",11
"WA8yrVU-gEY","Teri Davis, MSN, RN, transplant nurse coordinator at Ohio State’s Comprehensive Transplant Center, explains how the transplant coordinator guides the patient through the liver transplantation process each step of the way.   For more information about liver transplantation at The Ohio State University Wexner Medical Center – Comprehensive Transplant Center, call 800-293-8965 or visit http://wexnermedical.osu.edu/transplant.  Visit The Ohio State University Wexner Medical Center: https://wexnermedical.osu.edu/  Subscribe to our YouTube channel: https://www.youtube.com/user/osumedicalcenter  Like us on Facebook: http://www.facebook.com/OSUWexnerMedicalCenter/  Follow us on Twitter: http://www.twitter.com/osuwexmed  Follow us on Instagram: http://www.instagram.com/osuwexmed  Connect with us on LinkedIn: https://www.linkedin.com/company/the-ohio-state-university-wexner-medical-center",True,True,126.0,89,62,269,1,0,135000,2612,"Neutral",3
"WAHODYvSdok","A group of former patients along with some friends and families got together for pizza, conversation and updates on their lives.  The topic… a new life without diabetes.    The gathering was hosted by Dr. Peter Abrams.  A surgeon who has helped many beat their diabetes through a pancreas transplant.  And, a great many are grateful to have their new organs.  Learn more about Dr. Peter Abrams:  https://www.medstargeorgetown.org/doctor-profile/1225215734  For more information about Pancreas Transplant visit: https://www.medstargeorgetown.org/our-services/medstar-georgetown-transplant-institute/treatments/pancreas-transplant/",True,True,263.0,75,60,758,13,0,10700,653,"Positive",6
"WCwhYBL6GHg","Dr. Juan Caicedo discusses what to expect during Transplant Orientation and Evaluation Day (TOED).",True,True,789.0,14,14,831,9,0,144000,1700,"Neutral",1
"WDidg3_Onp0","NYU Langone transplant surgeon Dr. Nader Moazami performs heart and lung transplants at our Transplant Institute.   Learn more about Dr. Moazami: https://nyulangone.org/doctors/1356367676/nader-moazami  Learn more about our Transplant Institute: https://nyulangone.org/locations/nyu-langone-transplant-institute",True,True,147.0,29,21,1797,15,0,100000,1450,"Neutral",2
"WDqN_sMBccE","What to Expect During Your Liver Transplant Surgery  This patient education video from UC Health, led by Dr. Cutler Quillen, Surgical Director for Liver Transplantation, walks you through the liver transplant surgery process.  🏥  Get an overview of what to expect during your transplant procedure and post-operative care.      ⌛  Learn about the duration of the surgery (5-8 hours) and the key steps involved, including removing the diseased liver and connecting the new donor organ.      Understand the potential need for blood transfusions and what to anticipate in the immediate post-operative period, including ICU and ventilator support.      This video prepares you for your liver transplant surgery, providing clarity and reducing anxiety about the process.",True,True,192.0,110,76,685,6,0,13500,719,"Neutral",5
"WFW1-UXGev8","Meet UCSF Medical Center's bariatric and transplant surgeon Dr. Andrew Posselt.",True,True,57.0,11,11,2169,7,1,11500,201,"Neutral",1
"WGa8albPYAU","When their college student came home from his summer job with a stomach ache, they didn't think anything of it. Three days later, he was on life-support, awaiting a heart transplant. The shocking diagnosis – as they thought their son was the picture of health! At 21, he ended up on ECMO and received at transplant.  Visit our website, www.kansashealthsystem.com or findadoctor.kansashealthsystem.com.",True,True,1940.0,61,53,242,3,0,14600,3587,"Negative",5
"WGgBMkqgT3U","The Tolerance Protocol at the Mass General Hospital Legorreta Center for Clinical Transplant Tolerance #CCTT is limited to kidney transplant recipients from living donors. This innovative protocol aims to reduce or eliminate the need for life-long immunosuppressive medications for organ transplant recipients. Candidate eligibility is determined through a screening process, including an e-questionnaire: https://cctt.mghlivingdonors.org   Learn more about The Tolerance Protocol at the Legorreta CCTT by visiting: https://www.massgeneral.org/tolerance  For more information about the Mass General Transplant Center, visit: https://www.massgeneral.org/transplant   For more information about the Living Donor Program at MGH, please visit: https://www.massgeneral.org/transplant/about/living-donor-program  #Innovation #ToleranceInduction #OneKidneyForLife #KidneyTransplant #Immunosuppression #LivingDonation #OrganTransplant #MGH",True,True,34.0,99,69,490,11,0,98900,2838,"Neutral",3
"WHP2jfMnotk","On the Mayo Clinic Radio podcast, Dr. Charles Rosen, director of the Mayo Clinic Transplant Center, discusses the importance of organ donation and operating a transplant center with three sites. This interview originally aired April 21, 2018.",True,True,1100.0,37,32,684,9,0,1220000,11882,"Neutral",2
"WHvIWcJQGaE","In an operation that gave a Jackson mother a new chance at life, a team at the University of Mississippi Medical Center earlier this month successfully completed the state's first liver transplant in 22 years.   The recipient Karen Battle, received her new liver on March 4 and is headed back to her south Jackson home today, said Dr. Christopher Anderson, UMMC associate professor of transplant surgery and division chief of transplant and hepatobiliary surgery.   ""They've given me my life back,"" Battle said of the University Transplant team, the donor and donor's family. ""I've learned that you should celebrate every moment you have. If you're holding back, waiting for something special, don't. Live and enjoy it now.""",True,True,422.0,116,87,1530,8,0,3880,230,"Very Positive",6
"WI1vbFb4q8Y","What makes a good living kidney donor candidate? Learn about the process including criteria, evaluation, surgery, recovery, and more. Also, hear from a donor-recipient pair about the remarkable impact living donation can have on someone in need of a lifesaving organ transplant!  Copy and paste the url to learn more: https://www.vcuhealth.org/hume-lee-transplant-center/living-donation/living-kidney-donation",True,True,167.0,51,43,150,3,0,15600,1174,"Neutral",3
"WK9aqBlm6cc","On May 23, BC Transplant held their annual education day for staff around the province that work in organ donation and transplant. This year's theme: Managing the long term transplanted kidney patient.  This presentation by Cindy Luo talks about consideration of medication choices in various conditions Post Transplantation.",True,True,4426.0,48,45,789,9,0,952,151,"Neutral",3
"WOG7QrZIfGk","Sarcoidosis, a rare autoimmune disease characterized by inflammation in many parts of the body and often involves the lungs, is sometimes diagnosed years after symptoms develop. On The Doctors, Pfizer's Freda Lewis-Hall, MD and Dr. Travis Stork discuss this difficult-to-diagnose illness. Check your local listings to watch the show and visit http://www.gethealthystayhealthy.com to learn more.  Sarcoidosis -- a Mystery Disease?",True,True,237.0,59,52,180495,2013,0,86300,1033,"Neutral",4
"WON9cnOf-o0","nan",True,False,15403.0,0,0,367,8,0,24900,211,"",0
"WOtNMjgedcA","In Florida, teamwork between caregivers at Cleveland Clinic Indian River and Cleveland Clinic Weston helped to quickly diagnose and treat patient, Paige Jerome, culminating in a life-saving heart transplant.",True,True,200.0,29,26,744,9,0,697000,6101,"Neutral",1
"WR_MYsYtikg","Dr. Charles Burger, director of the Mayo Clinic Pulmonary Hypertension and Vascular Disease Center in Jacksonville, Fla., shares information about the center, the various conditions treated, new options for therapy and research.  Mayo Clinic in Florida is one of 26 facilities designated as a Pulmonary Hypertension Care Center by the Pulmonary Hypertension Association. The designation is given to centers that provide early diagnosis of pulmonary hypertension, a full range of therapies and specialized care, outcomes follow-up and clinical research and studies, among other points of excellence.  Mayo Clinic in Florida is the only Pulmonary Hypertension Care Center in the Southeast.",True,True,407.0,100,66,1027,10,0,1220000,11882,"Neutral",4
"WSEJPSyRYTY","Born with a rare, life-threatening liver disease known as neonatal hemochromatosis, Ariz Gadit needed a liver transplant or he would die. A living donor who could donate a portion of his or her liver that would be a good match for Ariz's tiny liver could not be found. Unexpectedly, a liver from a deceased two-month old baby became available.  Here, Ariz's parents Hussain and Samreen Gadit and Ariz's surgeon Dr. Sander Florman, Director of the Recanati/Miller Transplantation Institute at Mount Sinai, tell the story of  baby Ariz's life-saving liver transplant performed when he was less  than a month old and weighed only seven pounds.  Only one or two such transplants are performed on infants less than two months of age in the United States each year.    Visit the Organ Donor Awareness Campaign: http://tinyurl.com/7ean4lr",True,True,136.0,133,97,1302,6,0,170000,3304,"Neutral",6
"WSsN0jfRA0w","nan",True,False,377.0,0,0,204,1,0,27400,964,"",0
"WT0hnmg7yhs","Robert S. Brown, Jr., M.D., M.P.H, Chief of the Center for Liver Disease and Transplantation at NewYork-Presbyterian/Columbia University Medical Center in New York City, discusses his Center.    You can learn  more about Dr. Brown at:  http://asp.cumc.columbia.edu/facdb/profile_list.asp?uni=rb464&DepAffil=Medicine    You can learn more about NewYork-Presbyterian's Transplant Program at:  http://nyp.org/transplant",True,True,92.0,46,36,4928,4,0,88900,1346,"Neutral",2
"WUUc_hPPgzc","Taylor was born with cystic fibrosis, a serious and chronic lung disease that makes it very difficult to breathe. But thanks to her indomitable spirit -- and the care she receives at Children's Hospital of Wisconsin -- Taylor is able to do the things girls her age do. Learn about  the Pulmonary Medicine Program at Children's Hospital of Wisconsin: http://www.chw.org/display/PPF/DocID/33473/Nav/1/router.asp",True,True,108.0,58,45,2859,19,0,22800,1123,"Positive",3
"WVBG9rFm-2M","The University of Texas Health Science Center at San Antonio, Department of Pediatrics presents: Transplant Contraindications - Pediatric Grand Rounds-2-21-25-Meeting Recording; featuring Daniel Ranch, MD, MBA, FAST",True,True,3571.0,26,25,32,0,0,5890,1055,"Neutral",1
